Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30250546	0.961397417	0.208166179	0.427632106	0.514675764	-6094	130	-2871	-6129	3859	-1050828222	3631752716	7184868357	-8251942506	1881789653	3/21/1988	7/6/1987	4	2	815	709	10	9
T30250547	0.514936805	0.739009318	0.777865554	0.838065696	4093	8174	4895	-9491	4268	-4567897984	3692944201	7810637371	-5228309015	-147350661	6/9/1994	10/15/1987	1	1	389	229	4	1
T30250548	0.713387892	0.092700481	0.056789733	0.294251125	-7430	-6106	710	9444	-3129	-4870476662	-7008949391	5126188294	9532331347	-9035656056	2/28/1983	2/20/1987	1	1	197	548	1	4
T30250549	0.087597254	0.087991015	0.601075267	0.692237163	-7480	-3473	5815	3945	1260	-1528234498	-6514673681	-3060525625	-8235273814	2172024184	6/14/1987	4/26/1993	4	1	805	373	4	9
T30250550	0.770249513	0.12995228	0.276803408	0.214404975	-8822	2423	986	-854	-1030	-7185862570	1408041703	4260916096	5207233161	-5800189263	2/20/1983	8/19/1988	1	1	319	542	2	1
T30250551	0.547571645	0.726021863	0.186878609	0.463474139	6006	2932	-6559	8950	-4305	2797246654	-4897232496	-1721884816	-9216029399	4803033283	9/10/1990	3/12/1990	2	2	702	705	21	7
T30250552	0.097412604	0.759939177	0.41272572	0.213576326	-3657	-8388	7832	7666	-7339	-9156071616	655588324	7754733312	6273492771	-5367222116	7/24/1983	5/16/1994	2	1	705	470	11	21
T30250553	0.512124346	0.070011224	0.678843399	0.52678676	203	-1651	-4347	-3986	-2309	-7038634315	-4367693570	2421757289	6940850936	9500237331	12/6/1987	9/8/1992	1	1	239	261	8	5
T30250554	0.980686917	0.471717968	0.181495891	0.556910678	-594	-7917	-3226	9522	8561	-3882763192	-6229784826	2508819231	-2559883625	-4325750120	8/28/1980	4/7/1994	1	4	150	809	7	21
T30250555	0.208406147	0.7366145	0.330507252	0.822558026	6220	283	-2182	372	8013	6371174407	9088918423	-21898003	3989236908	-5595661281	2/25/1978	6/23/1992	1	1	359	329	2	15
T30250556	0.696703472	0.18681908	0.71310896	0.339085912	4481	1273	-7402	-8686	2053	4805812348	-3687243166	2200451968	7814896288	-949759700	6/6/1985	1/1/1986	2	3	704	760	1	9
T30250557	0.599845448	0.5646406	0.156999444	0.547591357	-1508	-9471	7529	-5129	-904	1929064932	9065553789	2988598701	-7302928287	-8427155489	10/25/1981	6/15/1991	2	1	704	524	3	1
T30250558	0.366919729	0.243801556	0.535237973	0.242046689	6983	-8917	-2461	-2702	3354	4202002587	6806194309	328933202	-8976047454	-4422317482	3/22/1990	7/16/1989	1	1	275	536	21	4
T30250559	0.998468521	0.577785379	0.080351725	0.915369498	5580	459	-3535	-6145	2518	9426394759	7837261678	784585993	682266691	1131728573	10/16/1989	11/28/1995	1	3	52	754	4	3
T30250560	0.659441014	0.968093585	0.927987425	0.603960519	8636	1438	-3836	-2854	316	544621209	-5936053780	2921075213	5091686906	9130433275	11/18/1986	7/27/1988	1	2	349	707	3	7
T30250561	0.505366011	0.101352592	0.26608467	0.467695274	-8331	4638	-7789	-5676	-6618	-5769871584	-4008374760	-4044335696	-5743994376	6204968679	11/21/1987	4/15/1989	2	2	701	701	3	1
T30250562	0.089612601	0.369253838	0.738768855	0.836485208	-953	8265	4026	7365	180	-5896927756	-9801386916	-4376596975	446347375	-7606826130	8/7/1989	1/7/1994	2	2	704	702	1	2
T30250563	0.242588521	0.028761605	0.067045232	0.487233262	-1817	9776	4981	-4196	-199	5300931092	7899050236	4272294618	7089231434	-8242919207	9/9/1987	7/17/1993	1	2	365	710	4	1
T30250564	0.54992118	0.831378492	0.591963238	0.840468213	718	6761	-1796	-7472	6594	-7501924867	-9105228840	-5816484985	-2925302982	9554781640	8/26/1982	1/25/1990	1	1	585	149	8	1
T30250565	0.298830279	0.622583046	0.329050069	0.964888972	-8203	-4455	571	-2621	-6005	512368633	1155706203	9635577953	1903587215	6237310827	5/18/1987	2/24/1985	1	1	471	313	8	2
T30250566	0.552893566	0.57475703	0.318096906	0.77327536	1325	-406	-3585	-6983	9271	-3328824574	8490184530	-1970263085	3304404765	-2609827949	5/9/1984	9/26/1986	1	1	517	316	2	7
T30250567	0.68921138	0.183443211	0.816997705	0.959035827	8005	5984	5805	9715	9896	2419108727	4761417937	-3940496538	8519240488	-3808268515	11/18/1989	1/27/1989	1	1	592	274	1	3
T30250568	0.433599855	0.870408714	0.148925303	0.395460056	8601	-5906	2203	4677	-9996	-2643043596	-9019547612	-3303800268	-2489813733	-8679058423	12/2/1989	10/17/1988	1	1	23	175	1	2
T30250569	0.639988344	0.245681749	0.52430461	0.714192683	4287	4497	-174	9767	-5980	-429863639	-8294759865	-9838282908	8583082087	-3392633726	1/8/1992	6/4/1989	1	1	426	576	2	1
T30250570	0.610195615	0.459699325	0.479710819	0.928722781	7793	1588	2609	1179	9364	-7953662209	9283205570	1723805097	-8688892821	-716521965	11/8/1992	10/28/1989	4	1	809	28	1	8
T30250571	0.519120352	0.665832159	0.186744093	0.374510786	-954	-9316	-4173	6729	-4150	6904572499	6367758953	-2231309831	4160015015	9616880540	2/1/1988	4/6/1988	2	1	702	243	1	1
T30250572	0.505768202	0.168016081	0.354663031	0.751213026	-8848	-5802	9192	2850	5613	167346395	8850770172	8200648336	263002056	-9851232373	9/17/1984	9/29/1984	4	4	801	815	12	1
T30250573	0.017124813	0.356404838	0.778211772	0.371280977	6443	-3630	-6504	6910	-8502	4859594778	1704401858	4162383285	-7664626003	-2711457002	8/29/1991	11/28/1988	1	1	426	417	1	3
T30250574	0.856201577	0.132470465	0.041264059	0.855073746	-1052	104	-8437	3654	-325	9012017536	-7967309089	4888403421	8679929583	-2320666444	9/28/1988	4/16/1984	1	1	65	431	7	4
T30250575	0.477581117	0.025869705	0.214264453	0.587895129	1405	-2805	-4385	-1004	348	4452734700	-4100131987	831876615	8600517495	-9916444226	7/27/1984	1/12/1990	1	2	101	709	1	2
T30250576	0.4000417	0.072345274	0.533485966	0.974944733	-9969	-1090	-7949	-9862	-7793	-6389354944	-2970257857	-2966159241	7098648036	9548858589	11/30/1986	3/19/1989	1	1	502	149	6	8
T30250577	0.14903724	0.323161941	0.373967498	0.366298382	5747	-2438	4013	-6613	-1425	6833946854	3376074048	6902227627	3113711557	8628720557	7/27/1990	6/10/1988	1	1	174	208	3	6
T30250578	0.252429436	0.828599335	0.042845022	0.383695921	-9519	2510	136	690	-4428	-4458336148	-6760790028	-5124175823	2892320532	-174947532	12/7/1988	2/1/1991	2	1	701	88	1	7
T30250579	0.711350357	0.990494841	0.365118877	0.661557275	-8241	8618	7136	-3265	5365	6738269039	-7380818181	3760789286	-1146028344	236808756	1/27/1987	5/23/1996	1	1	217	136	6	1
T30250580	0.030368731	0.12976975	0.960937489	0.174308006	5181	9837	1647	4032	-9374	-5445450460	5478910739	-8564467483	5205783239	-8082859404	11/30/1988	3/15/1992	1	1	65	94	1	6
T30250581	0.686440269	0.182032064	0.379719142	0.622305116	434	-9240	-2205	-7321	6722	-9789360625	8665854087	-6842863716	-8288313779	-2012159062	8/20/1990	12/8/1984	1	1	122	419	1	1
T30250582	0.463817669	0.151196203	0.948061789	0.752664994	-1437	-7019	-658	4785	9241	-5918428663	9519580173	727391742	-3651961671	4442932801	4/30/1988	6/15/1989	4	1	806	195	1	1
T30250583	0.435361824	0.278006729	0.322082983	0.754635242	2373	7763	-6874	-5379	8499	716189621	-7935148787	9380881089	2636494897	-4024202863	1/12/1988	10/31/1993	1	2	210	703	9	1
T30250584	0.427864093	0.232524711	0.993466424	0.396182639	5763	-2518	-9403	-9055	-2782	-9195192978	2489703794	4852843000	533264067	835763812	7/22/1989	1/26/1993	1	1	283	232	1	16
T30250585	0.646744232	0.298058077	0.291758449	0.848191874	3961	-6092	5183	-4705	2971	-8997715493	218150031	1804509318	-9425736386	8912573729	5/24/1985	12/5/1988	1	1	241	100	5	1
T30250586	0.338463656	0.838266104	0.579620554	0.690623361	5600	3632	-6125	116	-9992	6998684853	7884929961	3731735148	-3600863922	7874897329	12/23/1986	12/15/1991	1	1	240	220	1	10
T30250587	0.665396061	0.731952041	0.583470407	0.966500264	-9167	6545	-2537	1567	-2962	-1997354537	-5964880948	3209073404	-5870606408	-7786668895	1/14/1984	11/18/1994	2	1	705	505	14	5
T30250588	0.589646617	0.779808465	0.569368588	0.852822978	-4443	-7428	-6763	-7373	9128	6363660547	-1396805538	8857439064	6591645657	-3779627341	3/2/1986	9/11/1987	1	1	267	239	12	1
T30250589	0.752636722	0.29499709	0.495734035	0.14813992	3494	-7834	3112	-8135	2210	2917615136	-9547114792	6776419399	-275097833	-710611876	9/11/1985	12/17/1992	1	1	87	9	5	10
T30250590	0.910549771	0.859913332	0.372266124	0.771403719	-8566	-7810	-8284	7614	-8588	3029659656	9810368729	1103734018	-3450282291	-4067837820	1/24/1983	2/9/1993	1	1	199	536	15	3
T30250591	0.949897668	0.07470309	0.865982276	0.762212991	-1851	4913	1376	-1871	-7056	6247083381	-2497662921	-7713150970	4655185756	-89797533	9/29/1985	12/5/1990	1	1	515	18	5	2
T30250592	0.048775618	0.764103411	0.426939715	0.609213158	8354	3090	-4584	7198	8859	-6242390239	-3817274255	773277072	1852004703	-3619850454	10/13/1988	9/8/1999	1	1	421	396	2	4
T30250593	0.258903469	0.280813682	0.853294327	0.989587238	39	7447	-3917	-2877	-1608	8107684814	9481765468	-7015774440	-5541657505	1704875668	4/9/1989	12/8/1988	1	1	30	313	1	1
T30250594	0.955716417	0.29761643	0.197898594	0.951273956	3721	5751	-4428	9953	2106	-6935473596	942440135	-3486846170	-5480449026	-541601531	11/14/1988	5/24/1988	1	1	235	293	6	1
T30250595	0.683872664	0.278455843	0.589889813	0.15223873	-4186	-8906	7908	6150	-486	2317463558	5711510216	-5084023660	3871026100	6708604276	8/8/1990	11/25/1990	1	1	475	203	1	1
T30250596	0.441602251	0.001465215	0.518674039	0.555795288	-3541	9488	5599	6383	8808	-9777637153	-1326561098	1595775118	5532438018	3150167100	10/26/1986	11/16/1990	6	2	901	704	3	1
T30250597	0.059266261	0.799303376	0.271973014	0.16234846	5732	-9427	8352	3916	1694	6990443652	4038440800	7174959405	-3425926433	5901566308	11/4/1980	4/10/1993	1	2	464	701	1	1
T30250598	0.54048935	0.485186146	0.967447814	0.853961328	9226	7486	4002	6253	-7536	8954935464	-5255175607	-882132562	3077400277	6070493650	9/22/1989	10/25/1988	1	1	496	452	1	1
T30250599	0.810211627	0.120168957	0.191099633	0.397669281	1136	4532	-7961	-5704	-9799	-889730553	6065074321	1364891917	-5105584073	4605356498	2/17/1975	8/7/1991	1	2	513	703	1	4
T30250600	0.982074589	0.113866981	0.278510232	0.875538953	8294	4415	2314	839	3175	-2222644975	-1849676293	4230749311	-6427869235	8664556907	4/2/1985	5/6/1988	2	3	709	764	6	2
T30250601	0.049912374	0.711764738	0.252239041	0.106317394	8234	-838	-275	3322	651	2944375103	7699213680	-9082906316	5102041351	-8713602903	10/16/1990	11/23/1988	3	1	753	11	1	4
T30250602	0.065452349	0.827819111	0.486715084	0.874401329	1752	5141	-2703	1632	-2346	-1651756480	5209303030	-7534375557	8873506163	-3715101677	4/16/1980	1/24/1995	1	1	132	369	6	15
T30250603	0.890139958	0.608859725	0.082335506	0.475266276	9592	2370	-4088	3224	-9082	-465391342	-6631417006	4041286957	-6598055352	3821365359	8/14/1989	1/30/1989	1	1	65	288	1	2
T30250604	0.100332355	0.632711294	0.124220499	0.824435009	1902	8840	6675	4985	9570	-845531108	3615361862	-8102920147	8013287611	6170843564	1/28/1983	11/6/1993	1	2	14	710	8	10
T30250605	0.401001586	0.036814927	0.118330079	0.525609799	-3658	-3386	728	-7996	-9126	5957890666	-9472083113	1121512902	-5044219245	-4221635862	5/9/1989	8/23/1994	1	1	249	536	1	10
T30250606	0.710413273	0.618308413	0.639962182	0.600165676	1066	-3688	-7109	-7410	323	9901530946	8733056847	7978247397	5857509861	6140255360	10/7/1993	9/29/1989	1	1	592	366	2	5
T30250607	0.081279801	0.207972837	0.568416356	0.470702442	-5603	8828	3876	-571	-5624	4462303441	-5005959109	739629771	-5168622650	-7429527626	8/5/1987	9/22/1986	1	1	216	67	1	1
T30250608	0.235807231	0.359825444	0.038400613	0.239642333	3489	214	-5009	3127	3019	-1321167838	5056961861	3245883488	-724718308	-317996537	7/23/1992	7/16/1987	1	1	534	149	8	1
T30250609	0.544037123	0.286904844	0.58882194	0.970698793	5476	-2880	8885	931	-6799	4781292700	399282778	-1866736367	-8374454133	-3676745086	7/28/1987	1/2/1990	1	1	535	17	12	4
T30250610	0.137261185	0.741170446	0.09007608	0.568438506	1442	5960	6019	-5144	-8705	7109828820	7069700423	-7501248289	549274257	6629047195	11/30/1990	5/10/1989	1	1	375	228	4	3
T30250611	0.5512138	0.668617583	0.070795336	0.684710056	-520	9633	472	-9263	5957	-9855526306	5026624486	8642889920	-8015246066	5650030020	11/9/1983	10/18/1989	1	1	200	119	7	2
T30250612	0.66438397	0.005757546	0.162131028	0.075544295	-3564	-6514	-5065	-6175	-8947	1342707741	4754117500	8958396640	5820558803	6534718966	4/8/1987	6/5/1987	2	1	704	206	4	1
T30250613	0.13521568	0.487439534	0.104139864	0.287803469	7595	-1194	-2321	3148	6614	7888689713	-9951212612	-2760265895	6944334193	4485422725	2/19/1991	6/17/1994	1	1	43	413	1	6
T30250614	0.177711072	0.537003384	0.04946942	0.402215406	-6299	8093	-6112	-9545	-4172	1517792562	-8133724730	2952661095	-9724018679	-2325051688	1/27/1991	7/19/1989	1	1	184	485	1	5
T30250615	0.388788523	0.102914006	0.855864308	0.506855082	-8735	-1370	-3418	-8269	8965	1424363028	2981156824	411354546	-2744211799	-5302824353	12/21/1984	5/9/1992	2	1	705	305	3	21
T30250616	0.107990682	0.18100446	0.98294494	0.81834285	7565	1783	8322	7789	-6957	5598018554	3059066920	4360963373	-1718026584	5039647192	8/5/1982	9/7/1990	1	1	424	315	10	10
T30250617	0.843166474	0.999726983	0.195983308	0.356201013	203	1777	4667	4371	992	-3580946416	-9528831777	6535166366	-8381504684	-7591259048	4/24/1987	7/16/1989	1	1	289	433	1	1
T30250618	0.413060442	0.916451551	0.386904385	0.896889256	6479	2851	86	551	1121	1010689451	9552288242	-2467160094	338295610	-6814735678	5/16/1985	12/20/1986	1	1	50	425	11	1
T30250619	0.695641025	0.39350087	0.962737226	0.899482307	8645	-1278	2534	6933	-7844	5739555544	-4574759768	-2167420953	342087291	7239649710	1/12/1988	12/2/1990	1	1	476	398	5	1
T30250620	0.609042762	0.101112555	0.977429636	0.583745112	-5062	8194	8220	7263	-3841	9154725511	-3732124743	1973356799	7349719467	-8367099271	2/25/1985	3/3/1995	1	1	244	372	5	9
T30250621	0.482549267	0.086443813	0.387795331	0.399706835	2777	9932	5107	2671	-6481	1567979827	9110516938	-8722173605	-9878447111	-4681457577	1/26/1986	3/1/1996	1	1	252	387	1	2
T30250622	0.818497814	0.653537347	0.918201016	0.33801151	5408	3918	-6364	9005	8887	-3079022742	-3894537059	-8656103901	5155773371	-2918433091	11/7/1988	1/1/1991	1	1	220	580	1	9
T30250623	0.695072175	0.769515269	0.20069607	0.840957998	7394	-5655	-300	7014	-6415	-637904776	6034272044	5143382942	-832754338	9462981011	9/22/1990	8/11/1991	1	1	14	283	4	1
T30250624	0.990712524	0.268513871	0.984449315	0.029667596	-7050	-921	4275	1145	6284	-7204171676	-4083186251	1804243135	-7152055905	7456192240	4/18/1993	9/17/1989	1	1	53	48	9	2
T30250625	0.146375499	0.708498301	0.383065819	0.603649276	1622	-2094	6103	-659	-258	-6101886572	-5017236583	-9964111364	3761173402	-4705838641	2/10/1988	6/1/1989	1	1	445	335	7	1
T30250626	0.726633305	0.900540204	0.71906835	0.24679485	-9342	5026	-2680	-8289	-5344	-5866824314	5019006766	-4364347029	5591015084	8110240980	12/26/1992	7/18/1992	1	2	44	703	11	1
T30250627	0.152127518	0.422912931	0.395305753	0.121740335	-8335	-2988	1069	-9898	5220	6822176259	7554587748	-7169356361	5224809358	-2776258326	10/29/1990	2/20/1991	1	1	458	569	10	1
T30250628	0.202961631	0.665156085	0.558884245	0.856737222	-2725	5424	3008	-3401	7410	-6368507032	-7969486498	3008475308	1674704469	-86373972	11/26/1987	7/20/1993	1	3	159	762	4	3
T30250629	0.130378145	0.1016236	0.778664508	0.730677775	-2602	-182	-5659	2907	6335	-2579788442	3463185953	8622002338	-2190917167	9326710298	2/23/1984	5/27/1987	1	1	203	161	4	1
T30250630	0.730028242	0.525739698	0.2255299	0.212254367	2802	-7455	-7621	2387	1139	8107219307	-7763749519	-214079860	-1090866162	-1549039021	11/7/1987	12/12/1990	2	2	703	704	21	1
T30250631	0.53982672	0.183448858	0.061589552	0.595128876	-8395	827	5617	2833	-2221	-8144187984	-6420979350	947454644	7614943033	1641611843	3/3/1992	1/7/1984	1	1	308	538	5	9
T30250632	0.312917009	0.467904242	0.917424116	0.83240983	5615	2029	-4200	499	7182	-7112058935	-2884904466	8921277711	-6210636410	3042365178	3/27/1986	4/10/1988	6	1	901	171	1	4
T30250633	0.912257528	0.113858415	0.382090944	0.86436116	-3858	3543	5229	4810	2411	-9111804140	5962522727	-4500326680	-6095547604	3978136851	3/8/1989	8/29/1993	3	1	766	121	1	1
T30250634	0.354202888	0.929659689	0.773477648	0.022760134	-2582	-5235	-9705	-994	-1468	-7976789323	9553348973	6943845309	3998063922	2354008517	2/3/1991	2/20/1988	1	1	106	507	1	5
T30250635	0.935705302	0.587126715	0.199486443	0.18733008	-2459	-4614	4885	6511	-1891	-9199775014	-7834593920	3626018087	-622609648	7362430821	12/17/1994	12/2/1989	1	6	249	901	9	1
T30250636	0.743558991	0.473362441	0.891495545	0.785160761	4120	-7728	1601	-7864	-9715	-9321149841	-5741952303	1232614864	308821302	9893752123	3/7/1989	4/29/1991	1	3	503	755	21	13
T30250637	0.681626777	0.521035088	0.573053807	0.418678862	2631	5818	7698	-9580	-5977	-4571721230	-777878392	157113431	2067661706	9310031616	8/27/1991	5/2/1983	1	1	306	579	1	5
T30250638	0.963159324	0.764853229	0.207724622	0.144377828	204	-7888	-7709	1449	-1142	9090808820	379031726	-4241018535	1914230061	4865637171	1/5/1993	3/5/1986	1	4	235	807	1	4
T30250639	0.17276604	0.80288078	0.647834355	0.253109406	-4775	-9827	6059	-10	-4094	4307253486	3245500263	-4529056307	5255922026	3558107783	12/14/1982	11/29/1990	1	1	398	349	12	1
T30250640	0.189032042	0.912352689	0.932643335	0.178478964	625	-3102	-5972	-7443	6448	4147619716	7929044437	9555775948	1411266880	-7708038387	11/22/1983	2/4/1991	1	3	183	765	10	1
T30250641	0.022142492	0.357921353	0.487222617	0.230601648	-7857	3052	-6501	-5117	8449	-1633644580	491168201	-6045134040	8769459960	-8344283355	5/7/1983	2/14/1987	1	1	50	519	1	1
T30250642	0.559955165	0.66302465	0.880998851	0.37435263	4896	9691	-7296	8270	-6566	1371641280	-57537210	5427601433	5014767874	-4583841460	7/3/1986	10/2/1994	1	1	93	235	1	1
T30250643	0.835097251	0.259981654	0.102018788	0.90569986	3728	-9289	7970	3537	-1855	2719236989	-7368945458	2818941151	-9471180944	-9266611372	10/18/1991	8/26/1993	1	2	361	707	1	1
T30250644	0.670984769	0.974511637	0.02597389	0.466245528	6939	7526	2323	-723	3569	-5637481351	-8055809243	-8298442745	9969473009	-9341968483	10/13/1993	11/24/1987	1	1	75	148	1	1
T30250645	0.369215434	0.899404328	0.643066844	0.769835397	5031	-6154	9060	6865	-1768	-2200919493	-2979588541	4283361957	9835914072	2153407306	3/7/1993	3/26/1994	1	1	360	531	1	2
T30250646	0.209829584	0.734377624	0.95156364	0.432224407	9577	3680	264	-7265	-4168	-7813373297	-203683651	5031320952	4933171659	-980187814	12/7/1985	3/16/1992	1	1	138	484	7	1
T30250647	0.29837973	0.592078487	0.935419061	0.535673408	-1784	7694	678	8253	-9405	-6191465555	-1910489855	-8140069010	241547180	2047402412	1/21/1987	9/21/1993	1	1	77	251	1	6
T30250648	0.931826226	0.204451631	0.898312187	0.190706832	-8014	-5434	-3080	3447	3243	5731202355	-6124071737	-4410036435	9899112903	4257570639	12/13/1986	11/25/1992	1	1	50	76	7	9
T30250649	0.485308992	0.937018005	0.422807739	0.613057662	4872	9266	7199	406	9039	-8709600420	7953111303	-201514651	7328658664	4817531299	9/9/1981	2/12/1989	1	2	22	707	2	13
T30250650	0.202633485	0.99916201	0.056023481	0.392784537	9278	-7781	2194	-1941	-4265	3635139641	-7212996051	-7811710529	-3859676921	7518070827	2/10/1993	8/5/1989	2	1	702	539	6	1
T30250651	0.115740637	0.013710278	0.701964653	0.152605792	-1192	-6528	-7626	-2355	-5745	-4050436374	4167007175	9584501008	522047956	-5077728702	4/18/1984	7/6/1986	2	1	703	60	11	1
T30250652	0.815111579	0.593579795	0.040764247	0.971859476	642	5064	-5275	-3903	4518	1468785145	187947059	3301622392	-2675528102	-9997329147	12/24/1988	5/25/1992	2	1	703	97	1	1
T30250653	0.214733196	0.443222664	0.067036523	0.53322422	-5872	-7938	4265	-1730	-7595	7692727936	-8708895734	-5436866690	7581197108	-9764461160	10/27/1987	11/21/1991	1	2	407	702	1	6
T30250654	0.795706169	0.767616827	0.248504274	0.969905005	404	-6312	-1799	-4967	-5384	3696389718	8299877065	8612662202	7852509132	-8077878013	12/7/1989	4/10/1988	1	1	116	273	3	5
T30250655	0.843013431	0.03692778	0.737950603	0.593091265	-8048	6341	8724	483	589	-104511794	2094039794	5619289438	7465914355	-5031131670	3/9/1992	9/7/1993	1	2	538	707	1	1
T30250656	0.587104341	0.081923776	0.383635106	0.689459847	2129	-2920	1559	-2045	4761	-8686155492	373425070	-6688920648	5694029682	9783165729	10/28/1988	7/29/1987	2	1	701	229	10	10
T30250657	0.610390852	0.872086905	0.367654337	0.736703608	-5938	4799	592	3658	-1030	-7243498793	2018840431	892886103	-7518768588	9094706006	11/22/1990	1/26/1991	2	1	704	68	1	1
T30250658	0.495653797	0.837495529	0.101243701	0.276901276	-1646	300	-7164	-3792	9582	1264866990	-9579527809	3819489384	-7295705091	-1344350321	11/1/1989	2/5/1989	1	3	489	755	8	4
T30250659	0.618475917	0.614020805	0.794210923	0.484489365	-4444	-6923	-1200	-1360	2005	905948326	1164072157	-21941592	-4287816088	9311973812	9/6/1986	10/17/1989	2	1	701	480	1	8
T30250660	0.539471031	0.819511781	0.483743034	0.960991804	-4321	9300	-2771	-5858	8278	9142194338	8979793135	7711997944	55512460	691075650	12/14/1986	2/23/1987	1	1	156	334	2	2
T30250661	0.000203983	0.070868628	0.11415401	0.967516595	-7066	-9295	-5180	-8972	-8217	3528948481	6824185602	9625567000	-6374601410	-182105935	2/25/1991	1/22/1994	1	3	2	767	1	14
T30250662	0.521082852	0.834645741	0.855753378	0.19303778	-7616	6996	-7041	-4730	-7310	-2734107668	-4183215150	-2431076964	-3147016594	4510886545	3/4/1989	11/21/1991	1	1	479	71	1	6
T30250663	0.115729198	0.224861994	0.99719883	0.568387958	2625	-644	-6228	8836	-1743	-1097406000	-4201616235	-2012264391	6418659733	6185719425	5/9/1984	7/17/1990	1	1	522	423	13	1
T30250664	0.027799198	0.919275314	0.246102011	0.340942516	2043	2360	-8179	781	8050	-5167962198	644160001	-1064551121	9205156578	1500677639	6/29/1994	4/21/1986	1	1	307	148	1	1
T30250665	0.900267262	0.273812276	0.393923068	0.872977458	6373	-197	6293	-2402	-7708	7859734647	-2404887887	-3135820443	8449764347	-5630382980	2/18/1987	12/30/1994	2	1	701	466	8	14
T30250666	0.769493885	0.079990253	0.916729487	0.919711463	2492	5478	-7599	-6425	-2042	5893185910	-1205453306	-5890438196	3465113422	1643609088	12/1/1991	2/4/1991	1	1	505	397	7	1
T30250667	0.689286033	0.798738104	0.656553304	0.703629545	-866	-9005	-7255	-7374	-4475	-4033867920	-8524597942	1910248092	1583216081	8209262101	8/21/1987	9/22/1989	1	1	25	377	9	2
T30250668	0.930885776	0.659039706	0.127963569	0.91864445	-7259	8946	-9599	3516	-4999	-2935419447	3179773192	8908583079	-7386636080	-1865998007	6/1/1982	12/10/1991	1	1	42	402	1	4
T30250669	0.690856172	0.624726848	0.341086128	0.642908404	1036	8402	2559	-7943	-4280	-4794651364	5566565967	-1023205649	2918787352	-3534352106	8/22/1985	7/18/1992	1	1	455	20	1	1
T30250670	0.926737621	0.490486054	0.512813899	0.214860221	-9380	8634	6557	1141	-426	-3198701469	-1878754099	-7662835998	-8003163773	8759589173	7/2/1991	7/16/1993	1	4	563	801	1	14
T30250671	0.972889392	0.207206573	0.945202969	0.181041016	9187	6604	2317	-650	-3955	-6898045009	5089410720	9011818845	6855080808	8817535257	7/28/1981	12/6/1988	1	1	244	537	2	1
T30250672	0.47370914	0.538416324	0.417039363	0.824603323	2003	-3398	702	-3947	-8571	-8646643493	-5753781295	7639479791	-7019072383	3393111370	7/19/1989	9/22/1993	1	1	448	147	10	8
T30250673	0.737217946	0.103017287	0.531728588	0.854840099	1904	9624	-7276	-2044	-7109	-5963616020	-9527612706	-3739717392	-3680893105	3477070170	2/15/1992	6/14/1991	2	1	705	348	5	7
T30250674	0.445268079	0.131487231	0.222704233	0.864604476	3797	4243	-3948	7798	-8918	6432045406	-8026786789	3228456811	2994818040	612957823	8/27/1982	7/24/1989	1	1	444	93	1	2
T30250675	0.697606341	0.109623123	0.506926331	0.345328964	-1721	859	4317	2803	7894	6060866677	-6919787172	-1205515671	4405122601	8732869201	6/7/1986	3/20/1989	1	1	252	95	10	7
T30250676	0.408569806	0.302730844	0.892478177	0.427532744	870	5060	-9521	1008	-5325	-9608938962	1527480177	4490282063	-2439614766	-4102630782	12/8/1999	3/8/1989	1	1	473	158	8	1
T30250677	0.30761867	0.386713113	0.744872513	0.878994519	-5763	228	9180	-9357	3986	-9349408106	4572289648	-6872325175	-3390033768	571645145	9/22/1991	12/28/1993	1	1	259	366	9	1
T30250678	0.555400736	0.068703606	0.62168174	0.402192069	-8369	-8799	4262	-1937	-7764	882338090	-968706828	6997866197	-9618217258	4207308062	9/23/1986	2/27/1992	2	1	709	587	7	1
T30250679	0.823361099	0.758414258	0.925200545	0.716629695	7564	-5639	7013	4096	-807	-2516074015	8246667328	654726283	3107382201	-2406580462	3/23/1990	10/29/1987	2	1	707	395	5	21
T30250680	0.514772947	0.40003396	0.801308635	0.039619973	-7770	-4303	2044	-4135	-1446	1232833593	471967111	7572308775	287519880	2241054089	2/13/1988	10/10/1987	1	2	72	701	3	7
T30250681	0.244555224	0.601166643	0.394021494	0.541161581	5026	-6170	-921	-4129	237	-2941806545	1410389472	-2569264064	3026195251	8373301730	10/2/1984	3/28/1997	1	1	354	366	1	1
T30250682	0.65984853	0.723281034	0.896003358	0.809030136	4919	4941	-674	6629	6557	6664544525	2762696741	7119723492	-8363734629	7627993555	3/7/1982	5/17/1991	1	1	64	249	1	5
T30250683	0.654616916	0.492115604	0.454926014	0.892150365	-2997	-778	6001	-6761	5206	8352567091	2712605874	7688272255	1791821501	60766234	1/13/1990	4/15/1992	1	1	518	291	1	8
T30250684	0.984143519	0.291335542	0.890372839	0.349103868	791	-5105	-3474	-5129	9807	-4249625511	4718066052	-1595148463	4596643946	884565210	10/11/1989	11/3/1992	1	1	23	243	9	5
T30250685	0.259537063	0.369095401	0.888465649	0.981549493	-619	882	5265	6214	9044	3376880923	7428710308	7684826409	3791518059	6782642739	10/29/1988	8/28/1989	1	1	247	105	7	1
T30250686	0.684700247	0.600780971	0.843457932	0.315065688	-1297	6657	4855	-8551	-3775	3729483480	948107903	802657996	3213086679	-6110040744	4/15/1994	3/16/1995	1	1	399	82	1	1
